ProductKey,internal_code,EnglishProductName,CategoryName,SubCategoryName,Color,Size,Status
404,HB-R504,LL Road Handlebars,Components,Handlebars,NA,Not applicable,Current
405,HB-R720,ML Road Handlebars,Components,Handlebars,NA,Not applicable,Outdate
406,HB-R720,ML Road Handlebars,Components,Handlebars,NA,Not applicable,Current
407,HB-R956,HL Road Handlebars,Components,Handlebars,NA,Not applicable,Outdate
408,HB-R956,HL Road Handlebars,Components,Handlebars,NA,Not applicable,Current
409,FR-M63B-38,"ML Mountain Frame - Black, 38",Components,Mountain Frames,Black,38,Outdate
410,FW-M423,LL Mountain Front Wheel,Components,Wheels,Black,Not applicable,Outdate
411,FW-M762,ML Mountain Front Wheel,Components,Wheels,Black,Not applicable,Outdate
412,FW-M928,HL Mountain Front Wheel,Components,Wheels,Black,Not applicable,Outdate
413,FW-R623,LL Road Front Wheel,Components,Wheels,Black,Not applicable,Outdate
414,FW-R762,ML Road Front Wheel,Components,Wheels,Black,Not applicable,Outdate
415,FW-R820,HL Road Front Wheel,Components,Wheels,Black,Not applicable,Outdate
416,FW-T905,Touring Front Wheel,Components,Wheels,Black,Not applicable,Outdate
417,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",Components,Road Frames,Yellow,38,Outdate
418,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",Components,Road Frames,Yellow,38,Current
419,RW-M423,LL Mountain Rear Wheel,Components,Wheels,Black,Not applicable,Outdate
420,RW-M762,ML Mountain Rear Wheel,Components,Wheels,Black,Not applicable,Outdate
421,RW-M928,HL Mountain Rear Wheel,Components,Wheels,Black,Not applicable,Outdate
422,RW-R623,LL Road Rear Wheel,Components,Wheels,Black,Not applicable,Outdate
423,RW-R762,ML Road Rear Wheel,Components,Wheels,Black,Not applicable,Outdate
424,RW-R820,HL Road Rear Wheel,Components,Wheels,Black,Not applicable,Outdate
425,RW-T905,Touring Rear Wheel,Components,Wheels,Black,Not applicable,Outdate
426,FR-M63B-40,"ML Mountain Frame - Black, 40",Components,Mountain Frames,Black,40,Outdate
427,FR-M63B-44,"ML Mountain Frame - Black, 44",Components,Mountain Frames,Black,44,Outdate
428,FR-M63B-48,"ML Mountain Frame - Black, 48",Components,Mountain Frames,Black,48,Outdate
429,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",Components,Road Frames,Yellow,40,Outdate
430,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",Components,Road Frames,Yellow,40,Current
431,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",Components,Road Frames,Yellow,42,Outdate
432,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",Components,Road Frames,Yellow,42,Current
433,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",Components,Road Frames,Yellow,44,Outdate
434,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",Components,Road Frames,Yellow,44,Current
435,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",Components,Road Frames,Yellow,48,Outdate
436,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",Components,Road Frames,Yellow,48,Current
437,FR-R92B-62,"HL Road Frame - Black, 62",Components,Road Frames,Black,62,Outdate
438,FR-R92B-62,"HL Road Frame - Black, 62",Components,Road Frames,Black,62,Current
439,FR-R92B-44,"HL Road Frame - Black, 44",Components,Road Frames,Black,44,Outdate
440,FR-R92B-44,"HL Road Frame - Black, 44",Components,Road Frames,Black,44,Current
441,FR-R92B-48,"HL Road Frame - Black, 48",Components,Road Frames,Black,48,Outdate
442,FR-R92B-48,"HL Road Frame - Black, 48",Components,Road Frames,Black,48,Current
443,FR-R92B-52,"HL Road Frame - Black, 52",Components,Road Frames,Black,52,Outdate
444,FR-R92B-52,"HL Road Frame - Black, 52",Components,Road Frames,Black,52,Current
445,SH-M897-S,"Men's Sports Shorts, S",Clothing,Shorts,Black,S,Outdate
446,PA-T100,"Touring-Panniers, Large",Accessories,Panniers,Grey,Not applicable,Outdate
447,LO-C100,Cable Lock,Accessories,Locks,NA,Not applicable,Outdate
448,PU-0452,Minipump,Accessories,Pumps,NA,Not applicable,Outdate
449,PU-M044,Mountain Pump,Accessories,Pumps,NA,Not applicable,Outdate
450,LT-T990,Taillights - Battery-Powered,Accessories,Lights,NA,Not applicable,Outdate
451,LT-H902,Headlights - Dual-Beam,Accessories,Lights,NA,Not applicable,Outdate
452,LT-H903,Headlights - Weatherproof,Accessories,Lights,NA,Not applicable,Outdate
453,SH-M897-M,"Men's Sports Shorts, M",Clothing,Shorts,Black,M,Outdate
454,SH-M897-L,"Men's Sports Shorts, L",Clothing,Shorts,Black,L,Outdate
455,SH-M897-X,"Men's Sports Shorts, XL",Clothing,Shorts,Black,XL,Outdate
456,TG-W091-S,"Women's Tights, S",Clothing,Tights,Black,S,Outdate
457,TG-W091-M,"Women's Tights, M",Clothing,Tights,Black,M,Outdate
458,TG-W091-L,"Women's Tights, L",Clothing,Tights,Black,L,Outdate
459,SB-M891-S,"Men's Bib-Shorts, S",Clothing,Bib-Shorts,Multi,S,Outdate
460,SB-M891-M,"Men's Bib-Shorts, M",Clothing,Bib-Shorts,Multi,M,Outdate
461,SB-M891-L,"Men's Bib-Shorts, L",Clothing,Bib-Shorts,Multi,L,Outdate
462,GL-H102-S,"Half-Finger Gloves, S",Clothing,Gloves,Black,S,Outdate
463,GL-H102-S,"Half-Finger Gloves, S",Clothing,Gloves,Black,S,Current
464,GL-H102-M,"Half-Finger Gloves, M",Clothing,Gloves,Black,M,Outdate
465,GL-H102-M,"Half-Finger Gloves, M",Clothing,Gloves,Black,M,Current
466,GL-H102-L,"Half-Finger Gloves, L",Clothing,Gloves,Black,L,Outdate
467,GL-H102-L,"Half-Finger Gloves, L",Clothing,Gloves,Black,L,Current
468,GL-F110-S,"Full-Finger Gloves, S",Clothing,Gloves,Black,S,Outdate
469,GL-F110-M,"Full-Finger Gloves, M",Clothing,Gloves,Black,M,Outdate
470,GL-F110-L,"Full-Finger Gloves, L",Clothing,Gloves,Black,L,Outdate
471,VE-C304-S,"Classic Vest, S",Clothing,Vests,Blue,S,Current
472,VE-C304-M,"Classic Vest, M",Clothing,Vests,Blue,M,Current
473,VE-C304-L,"Classic Vest, L",Clothing,Vests,Blue,L,Current
474,SH-W890-S,"Women's Mountain Shorts, S",Clothing,Shorts,Black,S,Current
475,SH-W890-M,"Women's Mountain Shorts, M",Clothing,Shorts,Black,M,Current
476,SH-W890-L,"Women's Mountain Shorts, L",Clothing,Shorts,Black,L,Current
477,WB-H098,Water Bottle - 30 oz.,Accessories,Bottles and Cages,NA,Not applicable,Current
478,BC-M005,Mountain Bottle Cage,Accessories,Bottles and Cages,NA,Not applicable,Current
479,BC-R205,Road Bottle Cage,Accessories,Bottles and Cages,NA,Not applicable,Current
480,PK-7098,Patch Kit/8 Patches,Accessories,Tires and Tubes,NA,Not applicable,Current
481,SO-R809-M,"Racing Socks, M",Clothing,Socks,White,M,Current
482,SO-R809-L,"Racing Socks, L",Clothing,Socks,White,L,Current
483,RA-H123,Hitch Rack - 4-Bike,Accessories,Bike Racks,NA,Not applicable,Current
484,CL-9009,Bike Wash - Dissolver,Accessories,Cleaners,NA,Not applicable,Current
485,FE-6654,Fender Set - Mountain,Accessories,Fenders,NA,Not applicable,Current
486,ST-1401,All-Purpose Bike Stand,Accessories,Bike Stands,NA,Not applicable,Current
487,HY-1023-70,Hydration Pack - 70 oz.,Accessories,Hydration Packs,Silver,70,Current
488,SJ-0194-S,"Short-Sleeve Classic Jersey, S",Clothing,Jerseys,Yellow,S,Current
489,SJ-0194-M,"Short-Sleeve Classic Jersey, M",Clothing,Jerseys,Yellow,M,Current
490,SJ-0194-L,"Short-Sleeve Classic Jersey, L",Clothing,Jerseys,Yellow,L,Current
491,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",Clothing,Jerseys,Yellow,XL,Current
492,FR-T98Y-60,"HL Touring Frame - Yellow, 60",Components,Touring Frames,Yellow,60,Current
493,FR-T67Y-62,"LL Touring Frame - Yellow, 62",Components,Touring Frames,Yellow,62,Current
494,FR-T98Y-46,"HL Touring Frame - Yellow, 46",Components,Touring Frames,Yellow,46,Current
495,FR-T98Y-50,"HL Touring Frame - Yellow, 50",Components,Touring Frames,Yellow,50,Current
496,FR-T98Y-54,"HL Touring Frame - Yellow, 54",Components,Touring Frames,Yellow,54,Current
497,FR-T98U-46,"HL Touring Frame - Blue, 46",Components,Touring Frames,Blue,46,Current
498,FR-T98U-50,"HL Touring Frame - Blue, 50",Components,Touring Frames,Blue,50,Current
499,FR-T98U-54,"HL Touring Frame - Blue, 54",Components,Touring Frames,Blue,54,Current
500,FR-T98U-60,"HL Touring Frame - Blue, 60",Components,Touring Frames,Blue,60,Current
501,RD-2308,Rear Derailleur,Components,Derailleurs,Silver,Not applicable,Current
502,FR-T67U-50,"LL Touring Frame - Blue, 50",Components,Touring Frames,Blue,50,Current
503,FR-T67U-54,"LL Touring Frame - Blue, 54",Components,Touring Frames,Blue,54,Current
504,FR-T67U-58,"LL Touring Frame - Blue, 58",Components,Touring Frames,Blue,58,Current
505,FR-T67U-62,"LL Touring Frame - Blue, 62",Components,Touring Frames,Blue,62,Current
506,FR-T67Y-44,"LL Touring Frame - Yellow, 44",Components,Touring Frames,Yellow,44,Current
507,FR-T67Y-50,"LL Touring Frame - Yellow, 50",Components,Touring Frames,Yellow,50,Current
508,FR-T67Y-54,"LL Touring Frame - Yellow, 54",Components,Touring Frames,Yellow,54,Current
509,FR-T67Y-58,"LL Touring Frame - Yellow, 58",Components,Touring Frames,Yellow,58,Current
510,FR-T67U-44,"LL Touring Frame - Blue, 44",Components,Touring Frames,Blue,44,Current
511,FR-M63S-40,"ML Mountain Frame-W - Silver, 40",Components,Mountain Frames,Silver,40,Current
512,FR-M63S-42,"ML Mountain Frame-W - Silver, 42",Components,Mountain Frames,Silver,42,Current
513,FR-M63S-46,"ML Mountain Frame-W - Silver, 46",Components,Mountain Frames,Silver,46,Current
514,RB-9231,Rear Brakes,Components,Brakes,Silver,Not applicable,Current
515,SE-M236,LL Mountain Seat/Saddle,Components,Saddles,NA,Not applicable,Current
516,SE-M798,ML Mountain Seat/Saddle,Components,Saddles,NA,Not applicable,Current
517,SE-M940,HL Mountain Seat/Saddle,Components,Saddles,NA,Not applicable,Current
518,SE-R581,LL Road Seat/Saddle,Components,Saddles,NA,Not applicable,Current
519,SE-R908,ML Road Seat/Saddle,Components,Saddles,NA,Not applicable,Current
520,SE-R995,HL Road Seat/Saddle,Components,Saddles,NA,Not applicable,Current
521,SE-T312,LL Touring Seat/Saddle,Components,Saddles,NA,Not applicable,Current
522,SE-T762,ML Touring Seat/Saddle,Components,Saddles,NA,Not applicable,Current
523,SE-T924,HL Touring Seat/Saddle,Components,Saddles,NA,Not applicable,Current
524,FR-M21S-42,"LL Mountain Frame - Silver, 42",Components,Mountain Frames,Silver,42,Current
525,FR-M21S-44,"LL Mountain Frame - Silver, 44",Components,Mountain Frames,Silver,44,Current
526,FR-M21S-48,"LL Mountain Frame - Silver, 48",Components,Mountain Frames,Silver,48,Current
527,FR-M21S-52,"LL Mountain Frame - Silver, 52",Components,Mountain Frames,Silver,52,Current
528,TT-M928,Mountain Tire Tube,Accessories,Tires and Tubes,NA,Not applicable,Current
529,TT-R982,Road Tire Tube,Accessories,Tires and Tubes,NA,Not applicable,Current
530,TT-T092,Touring Tire Tube,Accessories,Tires and Tubes,NA,Not applicable,Current
531,FR-M21B-42,"LL Mountain Frame - Black, 42",Components,Mountain Frames,Black,42,Current
532,FR-M21B-44,"LL Mountain Frame - Black, 44",Components,Mountain Frames,Black,44,Current
533,FR-M21B-48,"LL Mountain Frame - Black, 48",Components,Mountain Frames,Black,48,Current
534,FR-M21B-52,"LL Mountain Frame - Black, 52",Components,Mountain Frames,Black,52,Current
535,TI-M267,LL Mountain Tire,Accessories,Tires and Tubes,NA,Not applicable,Current
536,TI-M602,ML Mountain Tire,Accessories,Tires and Tubes,NA,Not applicable,Current
537,TI-M823,HL Mountain Tire,Accessories,Tires and Tubes,NA,Not applicable,Current
538,TI-R092,LL Road Tire,Accessories,Tires and Tubes,NA,Not applicable,Current
539,TI-R628,ML Road Tire,Accessories,Tires and Tubes,NA,Not applicable,Current
540,TI-R982,HL Road Tire,Accessories,Tires and Tubes,NA,Not applicable,Current
541,TI-T723,Touring Tire,Accessories,Tires and Tubes,NA,Not applicable,Current
542,PD-M282,LL Mountain Pedal,Components,Pedals,Silver/Black,Not applicable,Current
543,PD-M340,ML Mountain Pedal,Components,Pedals,Silver/Black,Not applicable,Current
544,PD-M562,HL Mountain Pedal,Components,Pedals,Silver/Black,Not applicable,Current
545,PD-R347,LL Road Pedal,Components,Pedals,Silver/Black,Not applicable,Current
546,PD-R563,ML Road Pedal,Components,Pedals,Silver/Black,Not applicable,Current
547,PD-R853,HL Road Pedal,Components,Pedals,Silver/Black,Not applicable,Current
548,PD-T852,Touring Pedal,Components,Pedals,Silver/Black,Not applicable,Current
549,FR-M63S-38,"ML Mountain Frame-W - Silver, 38",Components,Mountain Frames,Silver,38,Current
550,FR-M21B-40,"LL Mountain Frame - Black, 40",Components,Mountain Frames,Black,40,Current
551,FR-M21S-40,"LL Mountain Frame - Silver, 40",Components,Mountain Frames,Silver,40,Current
552,FD-2342,Front Derailleur,Components,Derailleurs,Silver,Not applicable,Current
553,HB-T721,LL Touring Handlebars,Components,Handlebars,NA,Not applicable,Current
554,HB-T928,HL Touring Handlebars,Components,Handlebars,NA,Not applicable,Current
555,FB-9873,Front Brakes,Components,Brakes,Silver,Not applicable,Current
556,CS-4759,LL Crankset,Components,Cranksets,Black,Not applicable,Current
557,CS-6583,ML Crankset,Components,Cranksets,Black,Not applicable,Current
558,CS-9183,HL Crankset,Components,Cranksets,Black,Not applicable,Current
559,CH-0234,Chain,Components,Chains,Silver,Not applicable,Current
560,BK-T44U-60,"Touring-2000 Blue, 60",Bikes,Touring Bikes,Blue,60,Current
561,BK-T79Y-46,"Touring-1000 Yellow, 46",Bikes,Touring Bikes,Yellow,46,Current
562,BK-T79Y-50,"Touring-1000 Yellow, 50",Bikes,Touring Bikes,Yellow,50,Current
563,BK-T79Y-54,"Touring-1000 Yellow, 54",Bikes,Touring Bikes,Yellow,54,Current
564,BK-T79Y-60,"Touring-1000 Yellow, 60",Bikes,Touring Bikes,Yellow,60,Current
565,BK-T18U-54,"Touring-3000 Blue, 54",Bikes,Touring Bikes,Blue,54,Current
566,BK-T18U-58,"Touring-3000 Blue, 58",Bikes,Touring Bikes,Blue,58,Current
567,BK-T18U-62,"Touring-3000 Blue, 62",Bikes,Touring Bikes,Blue,62,Current
568,BK-T18Y-44,"Touring-3000 Yellow, 44",Bikes,Touring Bikes,Yellow,44,Current
569,BK-T18Y-50,"Touring-3000 Yellow, 50",Bikes,Touring Bikes,Yellow,50,Current
570,BK-T18Y-54,"Touring-3000 Yellow, 54",Bikes,Touring Bikes,Yellow,54,Current
571,BK-T18Y-58,"Touring-3000 Yellow, 58",Bikes,Touring Bikes,Yellow,58,Current
572,BK-T18Y-62,"Touring-3000 Yellow, 62",Bikes,Touring Bikes,Yellow,62,Current
573,BK-T79U-46,"Touring-1000 Blue, 46",Bikes,Touring Bikes,Blue,46,Current
574,BK-T79U-50,"Touring-1000 Blue, 50",Bikes,Touring Bikes,Blue,50,Current
575,BK-T79U-54,"Touring-1000 Blue, 54",Bikes,Touring Bikes,Blue,54,Current
576,BK-T79U-60,"Touring-1000 Blue, 60",Bikes,Touring Bikes,Blue,60,Current
577,BK-T44U-46,"Touring-2000 Blue, 46",Bikes,Touring Bikes,Blue,46,Current
578,BK-T44U-50,"Touring-2000 Blue, 50",Bikes,Touring Bikes,Blue,50,Current
579,BK-T44U-54,"Touring-2000 Blue, 54",Bikes,Touring Bikes,Blue,54,Current
580,BK-R79Y-40,"Road-350-W Yellow, 40",Bikes,Road Bikes,Yellow,40,Current
581,BK-R79Y-42,"Road-350-W Yellow, 42",Bikes,Road Bikes,Yellow,42,Current
582,BK-R79Y-44,"Road-350-W Yellow, 44",Bikes,Road Bikes,Yellow,44,Current
583,BK-R79Y-48,"Road-350-W Yellow, 48",Bikes,Road Bikes,Yellow,48,Current
584,BK-R19B-58,"Road-750 Black, 58",Bikes,Road Bikes,Black,58,Current
585,BK-T18U-44,"Touring-3000 Blue, 44",Bikes,Touring Bikes,Blue,44,Current
586,BK-T18U-50,"Touring-3000 Blue, 50",Bikes,Touring Bikes,Blue,50,Current
587,BK-M38S-38,"Mountain-400-W Silver, 38",Bikes,Mountain Bikes,Silver,38,Current
588,BK-M38S-40,"Mountain-400-W Silver, 40",Bikes,Mountain Bikes,Silver,40,Current
589,BK-M38S-42,"Mountain-400-W Silver, 42",Bikes,Mountain Bikes,Silver,42,Current
590,BK-M38S-46,"Mountain-400-W Silver, 46",Bikes,Mountain Bikes,Silver,46,Current
591,BK-M18S-40,"Mountain-500 Silver, 40",Bikes,Mountain Bikes,Silver,40,Current
592,BK-M18S-42,"Mountain-500 Silver, 42",Bikes,Mountain Bikes,Silver,42,Current
593,BK-M18S-44,"Mountain-500 Silver, 44",Bikes,Mountain Bikes,Silver,44,Current
594,BK-M18S-48,"Mountain-500 Silver, 48",Bikes,Mountain Bikes,Silver,48,Current
595,BK-M18S-52,"Mountain-500 Silver, 52",Bikes,Mountain Bikes,Silver,52,Current
596,BK-M18B-40,"Mountain-500 Black, 40",Bikes,Mountain Bikes,Black,40,Current
597,BK-M18B-42,"Mountain-500 Black, 42",Bikes,Mountain Bikes,Black,42,Current
598,BK-M18B-44,"Mountain-500 Black, 44",Bikes,Mountain Bikes,Black,44,Current
599,BK-M18B-48,"Mountain-500 Black, 48",Bikes,Mountain Bikes,Black,48,Current
600,BK-M18B-52,"Mountain-500 Black, 52",Bikes,Mountain Bikes,Black,52,Current
601,BB-7421,LL Bottom Bracket,Components,Bottom Brackets,NA,Not applicable,Current
602,BB-8107,ML Bottom Bracket,Components,Bottom Brackets,NA,Not applicable,Current
603,BB-9108,HL Bottom Bracket,Components,Bottom Brackets,NA,Not applicable,Current
604,BK-R19B-44,"Road-750 Black, 44",Bikes,Road Bikes,Black,44,Current
605,BK-R19B-48,"Road-750 Black, 48",Bikes,Road Bikes,Black,48,Current
606,BK-R19B-52,"Road-750 Black, 52",Bikes,Road Bikes,Black,52,Current
